method,profile_type,T0,run_id,seed,hv,pareto_size,pareto_feas,f1_interest_mean,cog_gap_mean,f3_coherence_mean,feasible_ratio,runtime_sec
Random,child,300,23,65,0.008651,1,1,0.545062,0.042500,0.034694,1.000000,0.000218
Random,child,300,24,66,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001645
Random,child,300,25,67,0.003405,1,1,0.383016,0.130000,0.024030,1.000000,0.000198
Random,child,300,26,68,0.007702,1,1,0.441942,0.107500,0.044401,1.000000,0.004405
Random,child,300,27,69,0.000000,1,1,0.478770,0.050000,-0.007054,1.000000,0.001592
Random,child,300,28,70,0.005113,1,1,0.397748,0.072500,0.030071,1.000000,0.000233
Random,child,300,29,71,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001606
Random,child,300,30,72,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001597
Random,child,600,1,43,0.005251,1,1,0.408796,0.075000,0.030221,1.000000,0.000292
Random,child,600,2,44,0.007118,1,1,0.371968,0.133750,0.052252,1.000000,0.000312
Random,child,600,3,45,0.002636,1,1,0.338822,0.132500,0.021173,1.000000,0.000251
Random,child,600,4,46,0.003225,1,1,0.397748,0.110000,0.020792,1.000000,0.000244
Random,child,600,5,47,0.006863,1,1,0.419845,0.101250,0.040992,1.000000,0.002969
Random,child,600,6,48,0.003858,1,1,0.386699,0.070000,0.023201,1.000000,0.000254
Random,child,600,7,49,0.002429,1,1,0.390382,0.098750,0.015510,1.000000,0.000272
Random,child,600,8,50,0.010232,1,1,0.390382,0.151250,0.075157,1.000000,0.000227
Random,child,600,9,51,0.004850,1,1,0.394065,0.146250,0.034789,1.000000,0.000248
Random,child,600,10,52,0.002772,1,1,0.390382,0.092500,0.017422,1.000000,0.000206
Random,child,600,11,53,0.005724,1,1,0.408796,0.126250,0.037467,1.000000,0.000233
Random,child,600,12,54,0.006283,1,1,0.364602,0.105000,0.043628,1.000000,0.000240
Random,child,600,13,55,0.008263,1,1,0.397748,0.090000,0.050668,1.000000,0.000284
Random,child,600,14,56,0.008344,1,1,0.423528,0.121250,0.052018,1.000000,0.002872
Random,child,600,15,57,0.005875,1,1,0.475087,0.077500,0.029268,1.000000,0.002996
Random,child,600,16,58,0.002523,1,1,0.353553,0.117500,0.018658,1.000000,0.000294
Random,child,600,17,59,0.016351,1,1,0.441942,0.123750,0.098337,1.000000,0.002964
Random,child,600,18,60,0.004556,1,1,0.383016,0.093750,0.029278,1.000000,0.000243
Random,child,600,19,61,0.010842,1,1,0.390382,0.076250,0.065543,1.000000,0.000235
Random,child,600,20,62,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002892
Random,child,600,21,63,0.003286,1,1,0.416162,0.046250,0.017401,1.000000,0.000236
Random,child,600,22,64,0.013196,1,1,0.401430,0.076250,0.077575,1.000000,0.000251
Random,child,600,23,65,0.005448,1,1,0.416162,0.107500,0.033353,1.000000,0.000216
Random,child,600,24,66,0.004296,1,1,0.383016,0.080000,0.026703,1.000000,0.000255
Random,child,600,25,67,0.013180,1,1,0.419845,0.070000,0.073006,1.000000,0.000265
Random,child,600,26,68,0.003051,1,1,0.430893,0.162500,0.020977,1.000000,0.002924
Random,child,600,27,69,0.010401,1,1,0.419845,0.111250,0.063723,1.000000,0.000215
Random,child,600,28,70,0.000000,1,1,0.379333,0.132500,-0.002729,1.000000,0.000340
Random,child,600,29,71,0.007989,1,1,0.371968,0.027500,0.045456,1.000000,0.002958
Random,child,600,30,72,0.006692,1,1,0.460356,0.120000,0.038253,1.000000,0.000247
Random,scholar,300,1,43,0.009417,1,1,0.619279,0.267500,0.065401,1.000000,0.001597
Random,scholar,300,2,44,0.001434,1,1,0.520458,0.327500,0.015977,1.000000,0.000201
Random,scholar,300,3,45,0.001167,1,1,0.652220,0.325000,0.010227,1.000000,0.001653
Random,scholar,300,4,46,0.001473,1,1,0.553399,0.205000,0.009024,1.000000,0.000203
Random,scholar,300,5,47,0.000604,1,1,0.652220,0.212500,0.003223,1.000000,0.001608
Random,scholar,300,6,48,0.004115,1,1,0.553399,0.280000,0.033796,1.000000,0.000197
Random,scholar,300,7,49,0.000000,1,1,0.619279,0.262500,-0.004020,1.000000,0.003010
Random,scholar,300,8,50,0.000386,1,1,0.520458,0.287500,0.003489,1.000000,0.000199
Random,scholar,300,9,51,0.008137,1,1,0.619279,0.232500,0.049119,1.000000,0.001574
Random,scholar,300,10,52,0.005196,1,1,0.553399,0.202500,0.031563,1.000000,0.000202
Random,scholar,300,11,53,0.002059,1,1,0.553399,0.305000,0.019084,1.000000,0.001661
Random,scholar,300,12,54,0.005486,1,1,0.586339,0.282500,0.043017,1.000000,0.000197
Random,scholar,300,13,55,0.002840,1,1,0.553399,0.252500,0.020736,1.000000,0.000197
Random,scholar,300,14,56,0.001716,1,1,0.553399,0.295000,0.015126,1.000000,0.002965
Random,scholar,300,15,57,0.002995,1,1,0.553399,0.267500,0.023275,1.000000,0.001644
Random,scholar,300,16,58,0.020655,1,1,0.652220,0.200000,0.105564,1.000000,0.001604
Random,scholar,300,17,59,0.001796,1,1,0.652220,0.227500,0.010104,1.000000,0.003019
Random,scholar,300,18,60,0.013595,1,1,0.619279,0.215000,0.077029,1.000000,0.001593
Random,scholar,300,19,61,0.013267,1,1,0.520458,0.267500,0.109642,1.000000,0.001607
Random,scholar,300,20,62,0.000842,1,1,0.553399,0.250000,0.006084,1.000000,0.000199
Random,scholar,300,21,63,0.000596,1,1,0.553399,0.232500,0.004025,1.000000,0.001620
Random,scholar,300,22,64,0.010479,1,1,0.553399,0.327500,0.109773,1.000000,0.001648
Random,scholar,300,23,65,0.009357,1,1,0.454577,0.192500,0.066943,1.000000,0.000199
Random,scholar,300,24,66,0.004150,1,1,0.619279,0.207500,0.022910,1.000000,0.001614
Random,scholar,300,25,67,0.008596,1,1,0.619279,0.185000,0.044066,1.000000,0.000198
Random,scholar,300,26,68,0.002412,1,1,0.553399,0.282500,0.020042,1.000000,0.004410
Random,scholar,300,27,69,0.000097,1,1,0.652220,0.295000,0.000729,1.000000,0.001608
Random,scholar,300,28,70,0.005688,1,1,0.487518,0.220000,0.041669,1.000000,0.000234
Random,scholar,300,29,71,0.000000,1,1,0.553399,0.232500,-0.002918,1.000000,0.001618
Random,scholar,300,30,72,0.003812,1,1,0.652220,0.207500,0.019983,1.000000,0.001601
Random,scholar,600,1,43,0.007150,1,1,0.586339,0.262500,0.051346,1.000000,0.000289
Random,scholar,600,2,44,0.009622,1,1,0.471048,0.177500,0.063338,1.000000,0.000278
Random,scholar,600,3,45,0.007180,1,1,0.520458,0.268750,0.059660,1.000000,0.000242
Random,scholar,600,4,46,0.009001,1,1,0.586339,0.270000,0.066745,1.000000,0.000241
Random,scholar,600,5,47,0.007279,1,1,0.536928,0.256250,0.055615,1.000000,0.002964
Random,scholar,600,6,48,0.005789,1,1,0.520458,0.263750,0.047081,1.000000,0.000254
Random,scholar,600,7,49,0.002529,1,1,0.503988,0.272500,0.022056,1.000000,0.000270
Random,scholar,600,8,50,0.006266,1,1,0.503988,0.281250,0.056833,1.000000,0.000221
Random,scholar,600,9,51,0.003989,1,1,0.520458,0.241250,0.029624,1.000000,0.000250
Random,scholar,600,10,52,0.003505,1,1,0.454577,0.266250,0.032983,1.000000,0.000208
Random,scholar,600,11,53,0.002225,1,1,0.602809,0.275000,0.016405,1.000000,0.000234
Random,scholar,600,12,54,0.001368,1,1,0.602809,0.278750,0.010259,1.000000,0.000243
Random,scholar,600,13,55,0.000505,1,1,0.503988,0.260000,0.004176,1.000000,0.000285
Random,scholar,600,14,56,0.000893,1,1,0.586339,0.185000,0.004833,1.000000,0.002879
Random,scholar,600,15,57,0.002086,1,1,0.602809,0.261250,0.014496,1.000000,0.003002
Random,scholar,600,16,58,0.007906,1,1,0.586339,0.196250,0.044392,1.000000,0.000294
Random,scholar,600,17,59,0.006281,1,1,0.586339,0.207500,0.036624,1.000000,0.002986
Random,scholar,600,18,60,0.005861,1,1,0.503988,0.226250,0.042481,1.000000,0.000243
Random,scholar,600,19,61,0.002224,1,1,0.536928,0.233750,0.015557,1.000000,0.000234
Random,scholar,600,20,62,0.000608,1,1,0.471048,0.300000,0.006458,1.000000,0.002961
Random,scholar,600,21,63,0.003057,1,1,0.520458,0.238750,0.022487,1.000000,0.000262
Random,scholar,600,22,64,0.007713,1,1,0.536928,0.266250,0.061455,1.000000,0.000280
Random,scholar,600,23,65,0.002929,1,1,0.520458,0.258750,0.023325,1.000000,0.000242
Random,scholar,600,24,66,0.003682,1,1,0.619279,0.232500,0.022229,1.000000,0.000285
Random,scholar,600,25,67,0.006300,1,1,0.553399,0.266250,0.048699,1.000000,0.000361
Random,scholar,600,26,68,0.000205,1,1,0.503988,0.263750,0.001720,1.000000,0.003236
Random,scholar,600,27,69,0.009006,1,1,0.536928,0.211250,0.058086,1.000000,0.000245
Random,scholar,600,28,70,0.006013,1,1,0.569869,0.245000,0.041379,1.000000,0.000374
Random,scholar,600,29,71,0.004838,1,1,0.503988,0.217500,0.033983,1.000000,0.003258
Random,scholar,600,30,72,0.008599,1,1,0.553399,0.216250,0.054761,1.000000,0.000296
Random,tourist,300,1,43,0.003574,1,1,0.447214,0.062500,0.018264,1.000000,0.001671
Random,tourist,300,2,44,0.003019,1,1,0.447214,0.077500,0.015977,1.000000,0.000216
Random,tourist,300,3,45,0.008899,1,1,0.447214,0.025000,0.041890,1.000000,0.001704
Random,tourist,300,4,46,0.000000,1,1,0.447214,0.012500,-0.006254,1.000000,0.000208
Random,tourist,300,5,47,0.002825,1,1,0.447214,0.112500,0.016303,1.000000,0.001664
Random,tourist,300,6,48,0.008327,1,1,0.447214,0.000000,0.037240,1.000000,0.000211
Random,tourist,300,7,49,0.008974,1,1,0.447214,0.007500,0.040744,1.000000,0.003239
Random,tourist,300,8,50,0.012458,1,1,0.447214,0.097500,0.069211,1.000000,0.000216
Random,tourist,300,9,51,0.010599,1,1,0.447214,0.017500,0.049119,1.000000,0.001704
Random,tourist,300,10,52,0.002692,1,1,0.447214,0.007500,0.012221,1.000000,0.000231
Random,tourist,300,11,53,0.007022,1,1,0.447214,0.007500,0.031880,1.000000,0.001726
Random,tourist,300,12,54,0.024944,1,1,0.447214,0.020000,0.116200,1.000000,0.000208
Random,tourist,300,13,55,0.004166,1,1,0.447214,0.095000,0.023004,1.000000,0.000209
Random,tourist,300,14,56,0.003078,1,1,0.447214,0.045000,0.015126,1.000000,0.003146
Random,tourist,300,15,57,0.000493,1,1,0.447214,0.037500,0.002385,1.000000,0.001773
Random,tourist,300,16,58,0.004158,1,1,0.447214,0.057500,0.021011,1.000000,0.001781
Random,tourist,300,17,59,0.004787,1,1,0.447214,0.062500,0.024467,1.000000,0.003358
Random,tourist,300,18,60,0.014243,1,1,0.447214,0.087500,0.077209,1.000000,0.001739
Random,tourist,300,19,61,0.005442,1,1,0.447214,0.035000,0.026169,1.000000,0.001792
Random,tourist,300,20,62,0.000000,1,1,0.447214,0.005000,-0.002312,1.000000,0.000224
Random,tourist,300,21,63,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001742
Random,tourist,300,22,64,0.013093,1,1,0.447214,0.025000,0.061633,1.000000,0.001762
Random,tourist,300,23,65,0.001778,1,1,0.447214,0.007500,0.008075,1.000000,0.000218
Random,tourist,300,24,66,0.010330,1,1,0.447214,0.095000,0.057034,1.000000,0.001762
Random,tourist,300,25,67,0.001952,1,1,0.447214,0.100000,0.010914,1.000000,0.000215
Random,tourist,300,26,68,0.009581,1,1,0.447214,0.017500,0.044401,1.000000,0.004835
Random,tourist,300,27,69,0.000000,1,1,0.447214,0.025000,-0.038024,1.000000,0.001766
Random,tourist,300,28,70,0.000000,1,1,0.447214,0.002500,-0.011682,1.000000,0.000254
Random,tourist,300,29,71,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001769
Random,tourist,300,30,72,0.004089,1,1,0.447214,0.042500,0.019983,1.000000,0.001720
Random,tourist,600,1,43,0.003782,1,1,0.447214,0.026250,0.017852,1.000000,0.000309
Random,tourist,600,2,44,0.003561,1,1,0.447214,0.056250,0.017945,1.000000,0.000304
Random,tourist,600,3,45,0.003162,1,1,0.447214,0.026250,0.014926,1.000000,0.000269
Random,tourist,600,4,46,0.005074,1,1,0.447214,0.008750,0.023094,1.000000,0.000266
Random,tourist,600,5,47,0.007258,1,1,0.447214,0.003750,0.032703,1.000000,0.003228
Random,tourist,600,6,48,0.002492,1,1,0.447214,0.027500,0.011794,1.000000,0.000286
Random,tourist,600,7,49,0.003754,1,1,0.447214,0.037500,0.018151,1.000000,0.000285
Random,tourist,600,8,50,0.002579,1,1,0.447214,0.077500,0.013651,1.000000,0.000234
Random,tourist,600,9,51,0.007727,1,1,0.447214,0.025000,0.036376,1.000000,0.000272
Random,tourist,600,10,52,0.000000,1,1,0.447214,0.033750,-0.013529,1.000000,0.000229
Random,tourist,600,11,53,0.006782,1,1,0.447214,0.032500,0.032439,1.000000,0.000246
Random,tourist,600,12,54,0.006329,1,1,0.447214,0.076250,0.033396,1.000000,0.000253
Random,tourist,600,13,55,0.008188,1,1,0.447214,0.091250,0.044794,1.000000,0.000287
Random,tourist,600,14,56,0.003786,1,1,0.447214,0.030000,0.018013,1.000000,0.002963
Random,tourist,600,15,57,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.003094
Random,tourist,600,16,58,0.004394,1,1,0.447214,0.066250,0.022650,1.000000,0.000307
Random,tourist,600,17,59,0.004722,1,1,0.447214,0.031250,0.022525,1.000000,0.003067
Random,tourist,600,18,60,0.006138,1,1,0.447214,0.031250,0.029278,1.000000,0.000257
Random,tourist,600,19,61,0.004424,1,1,0.447214,0.011250,0.020241,1.000000,0.000264
Random,tourist,600,20,62,0.004425,1,1,0.447214,0.031250,0.021110,1.000000,0.003133
Random,tourist,600,21,63,0.001904,1,1,0.447214,0.043750,0.009330,1.000000,0.000272
Random,tourist,600,22,64,0.006745,1,1,0.447214,0.021250,0.031503,1.000000,0.000290
Random,tourist,600,23,65,0.008870,1,1,0.447214,0.005000,0.040067,1.000000,0.000250
Random,tourist,600,24,66,0.003671,1,1,0.447214,0.041250,0.017893,1.000000,0.000286
Random,tourist,600,25,67,0.011144,1,1,0.447214,0.011250,0.050983,1.000000,0.000296
Random,tourist,600,26,68,0.004339,1,1,0.447214,0.037500,0.020977,1.000000,0.003124
Random,tourist,600,27,69,0.002762,1,1,0.447214,0.031250,0.013178,1.000000,0.000233
Random,tourist,600,28,70,0.000000,1,1,0.447214,0.007500,-0.002729,1.000000,0.000372
Random,tourist,600,29,71,0.007688,1,1,0.447214,0.030000,0.036576,1.000000,0.003384
Random,tourist,600,30,72,0.003875,1,1,0.447214,0.021250,0.018099,1.000000,0.000267
Random,senior,300,1,43,0.007312,1,1,0.421637,0.085000,0.041786,1.000000,0.001763
Random,senior,300,2,44,0.011356,1,1,0.487518,0.002500,0.046822,1.000000,0.000241
Random,senior,300,3,45,0.001284,1,1,0.421637,0.012500,0.006247,1.000000,0.001833
Random,senior,300,4,46,0.010808,1,1,0.388697,0.007500,0.056457,1.000000,0.000223
Random,senior,300,5,47,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001808
Random,senior,300,6,48,0.007587,1,1,0.520458,0.112500,0.037619,1.000000,0.000216
Random,senior,300,7,49,0.008906,1,1,0.487518,0.105000,0.046247,1.000000,0.003564
Random,senior,300,8,50,0.003946,1,1,0.421637,0.015000,0.019298,1.000000,0.000231
Random,senior,300,9,51,0.005918,1,1,0.454577,0.042500,0.028456,1.000000,0.001648
Random,senior,300,10,52,0.004978,1,1,0.487518,0.145000,0.028765,1.000000,0.000236
Random,senior,300,11,53,0.003861,1,1,0.454577,0.055000,0.019084,1.000000,0.001612
Random,senior,300,12,54,0.002236,1,1,0.454577,0.027500,0.010408,1.000000,0.000196
Random,senior,300,13,55,0.013160,1,1,0.454577,0.027500,0.061271,1.000000,0.000191
Random,senior,300,14,56,0.000485,1,1,0.454577,0.040000,0.002317,1.000000,0.002960
Random,senior,300,15,57,0.002585,1,1,0.421637,0.062500,0.014014,1.000000,0.001691
Random,senior,300,16,58,0.004851,1,1,0.421637,0.032500,0.024611,1.000000,0.001609
Random,senior,300,17,59,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.003078
Random,senior,300,18,60,0.000144,1,1,0.421637,0.012500,0.000701,1.000000,0.001668
Random,senior,300,19,61,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001622
Random,senior,300,20,62,0.002303,1,1,0.454577,0.020000,0.010554,1.000000,0.000207
Random,senior,300,21,63,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001717
Random,senior,300,22,64,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.001700
Random,senior,300,23,65,0.013466,1,1,0.454577,0.057500,0.066943,1.000000,0.000204
Random,senior,300,24,66,0.006549,1,1,0.454577,0.050000,0.032016,1.000000,0.001641
Random,senior,300,25,67,0.000375,1,1,0.454577,0.107500,0.002102,1.000000,0.000199
Random,senior,300,26,68,0.009028,1,1,0.454577,0.067500,0.045918,1.000000,0.004425
Random,senior,300,27,69,0.020548,1,1,0.520458,0.012500,0.080986,1.000000,0.001617
Random,senior,300,28,70,0.001290,1,1,0.421637,0.035000,0.006580,1.000000,0.000230
Random,senior,300,29,71,0.010357,1,1,0.553399,0.170000,0.056714,1.000000,0.001609
Random,senior,300,30,72,0.000294,1,1,0.553399,0.075000,0.001251,1.000000,0.001594
Random,senior,600,1,43,0.007056,1,1,0.372226,0.023750,0.039804,1.000000,0.000314
Random,senior,600,2,44,0.015690,1,1,0.503988,0.017500,0.064523,1.000000,0.000278
Random,senior,600,3,45,0.002228,1,1,0.471048,0.016250,0.009777,1.000000,0.000240
Random,senior,600,4,46,0.012697,1,1,0.487518,0.027500,0.055119,1.000000,0.000241
Random,senior,600,5,47,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002930
Random,senior,600,6,48,0.002350,1,1,0.421637,0.027500,0.011794,1.000000,0.000248
Random,senior,600,7,49,0.005813,1,1,0.405167,0.021250,0.029968,1.000000,0.000268
Random,senior,600,8,50,0.006172,1,1,0.421637,0.032500,0.031311,1.000000,0.000221
Random,senior,600,9,51,0.005642,1,1,0.421637,0.082500,0.032052,1.000000,0.000270
Random,senior,600,10,52,0.000000,1,1,0.471048,0.033750,-0.013529,1.000000,0.000204
Random,senior,600,11,53,0.000000,1,1,0.405167,0.017500,-0.008297,1.000000,0.000233
Random,senior,600,12,54,0.004228,1,1,0.438107,0.017500,0.020003,1.000000,0.000240
Random,senior,600,13,55,0.001853,1,1,0.405167,0.053750,0.010248,1.000000,0.000305
Random,senior,600,14,56,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002893
Random,senior,600,15,57,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.003021
Random,senior,600,16,58,0.003724,1,1,0.405167,0.040000,0.019982,1.000000,0.000293
Random,senior,600,17,59,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002975
Random,senior,600,18,60,0.007130,1,1,0.405167,0.031250,0.037540,1.000000,0.000240
Random,senior,600,19,61,0.010669,1,1,0.438107,0.020000,0.050735,1.000000,0.000233
Random,senior,600,20,62,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002928
Random,senior,600,21,63,0.001935,1,1,0.454577,0.043750,0.009330,1.000000,0.000234
Random,senior,600,22,64,0.002172,1,1,0.438107,0.017500,0.010277,1.000000,0.000250
Random,senior,600,23,65,0.002672,1,1,0.405167,0.035000,0.014181,1.000000,0.000232
Random,senior,600,24,66,0.003596,1,1,0.438107,0.041250,0.017893,1.000000,0.000253
Random,senior,600,25,67,0.000000,1,1,0.421637,0.016250,-0.014647,1.000000,0.000263
Random,senior,600,26,68,0.006654,1,1,0.438107,0.025000,0.031975,1.000000,0.002917
Random,senior,600,27,69,0.002503,1,1,0.405167,0.031250,0.013178,1.000000,0.000214
Random,senior,600,28,70,0.001524,1,1,0.388697,0.025000,0.008253,1.000000,0.000341
Random,senior,600,29,71,0.006709,1,1,0.438107,0.017500,0.031740,1.000000,0.002956
Random,senior,600,30,72,0.009722,1,1,0.405167,0.045000,0.052737,1.000000,0.000247
Greedy,child,300,1,43,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000714
Greedy,child,300,2,44,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000674
Greedy,child,300,3,45,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000669
Greedy,child,300,4,46,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000669
Greedy,child,300,5,47,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000664
Greedy,child,300,6,48,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000663
Greedy,child,300,7,49,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000664
Greedy,child,300,8,50,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000668
Greedy,child,300,9,51,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000667
Greedy,child,300,10,52,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000664
Greedy,child,300,11,53,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000659
Greedy,child,300,12,54,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000668
Greedy,child,300,13,55,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000670
Greedy,child,300,14,56,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000685
Greedy,child,300,15,57,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000666
Greedy,child,300,16,58,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000663
Greedy,child,300,17,59,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000666
Greedy,child,300,18,60,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000670
Greedy,child,300,19,61,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000667
Greedy,child,300,20,62,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000667
Greedy,child,300,21,63,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000666
Greedy,child,300,22,64,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000668
Greedy,child,300,23,65,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000665
Greedy,child,300,24,66,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000689
Greedy,child,300,25,67,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000667
Greedy,child,300,26,68,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000663
Greedy,child,300,27,69,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000669
Greedy,child,300,28,70,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000668
Greedy,child,300,29,71,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000665
Greedy,child,300,30,72,0.014867,1,1,0.685010,0.132500,0.059056,1.000000,0.000669
Greedy,child,600,1,43,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000664
Greedy,child,600,2,44,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,3,45,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,4,46,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000670
Greedy,child,600,5,47,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000667
Greedy,child,600,6,48,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000669
Greedy,child,600,7,49,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,8,50,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000672
Greedy,child,600,9,51,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000671
Greedy,child,600,10,52,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000672
Greedy,child,600,11,53,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,12,54,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000676
Greedy,child,600,13,55,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000668
Greedy,child,600,14,56,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000675
Greedy,child,600,15,57,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000672
Greedy,child,600,16,58,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000666
Greedy,child,600,17,59,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000668
Greedy,child,600,18,60,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000677
Greedy,child,600,19,61,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000668
Greedy,child,600,20,62,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,21,63,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000670
Greedy,child,600,22,64,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000670
Greedy,child,600,23,65,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000671
Greedy,child,600,24,66,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000672
Greedy,child,600,25,67,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000669
Greedy,child,600,26,68,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,child,600,27,69,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000668
Greedy,child,600,28,70,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000668
Greedy,child,600,29,71,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000672
Greedy,child,600,30,72,0.007371,1,1,0.618719,0.105000,0.030161,1.000000,0.000673
Greedy,scholar,300,1,43,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000666
Greedy,scholar,300,2,44,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000668
Greedy,scholar,300,3,45,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000667
Greedy,scholar,300,4,46,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000670
Greedy,scholar,300,5,47,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000665
Greedy,scholar,300,6,48,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000665
Greedy,scholar,300,7,49,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000665
Greedy,scholar,300,8,50,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000670
Greedy,scholar,300,9,51,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000671
Greedy,scholar,300,10,52,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000678
Greedy,scholar,300,11,53,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000708
Greedy,scholar,300,12,54,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000667
Greedy,scholar,300,13,55,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000666
Greedy,scholar,300,14,56,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000668
Greedy,scholar,300,15,57,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000667
Greedy,scholar,300,16,58,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000668
Greedy,scholar,300,17,59,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000662
Greedy,scholar,300,18,60,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000670
Greedy,scholar,300,19,61,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000663
