method,profile_type,T0,run_id,seed,hv,pareto_size,pareto_feas,f1_interest_mean,cog_gap_mean,f3_coherence_mean,feasible_ratio,runtime_sec
Greedy,scholar,300,20,62,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000672
Greedy,scholar,300,21,63,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000665
Greedy,scholar,300,22,64,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000669
Greedy,scholar,300,23,65,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000667
Greedy,scholar,300,24,66,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000668
Greedy,scholar,300,25,67,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000673
Greedy,scholar,300,26,68,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000668
Greedy,scholar,300,27,69,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000666
Greedy,scholar,300,28,70,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000671
Greedy,scholar,300,29,71,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000663
Greedy,scholar,300,30,72,0.000000,1,1,0.751041,0.282500,-0.015377,1.000000,0.000665
Greedy,scholar,600,1,43,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000767
Greedy,scholar,600,2,44,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000769
Greedy,scholar,600,3,45,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000767
Greedy,scholar,600,4,46,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,5,47,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,6,48,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000766
Greedy,scholar,600,7,49,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000766
Greedy,scholar,600,8,50,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000770
Greedy,scholar,600,9,51,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000770
Greedy,scholar,600,10,52,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,11,53,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,12,54,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,13,55,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,14,56,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000763
Greedy,scholar,600,15,57,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000767
Greedy,scholar,600,16,58,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000767
Greedy,scholar,600,17,59,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,18,60,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000768
Greedy,scholar,600,19,61,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000770
Greedy,scholar,600,20,62,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,21,63,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000777
Greedy,scholar,600,22,64,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000763
Greedy,scholar,600,23,65,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000763
Greedy,scholar,600,24,66,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,25,67,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,26,68,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000765
Greedy,scholar,600,27,69,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000761
Greedy,scholar,600,28,70,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000763
Greedy,scholar,600,29,71,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000764
Greedy,scholar,600,30,72,0.007684,1,1,0.701630,0.285000,0.050936,1.000000,0.000762
Greedy,tourist,300,1,43,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000659
Greedy,tourist,300,2,44,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000666
Greedy,tourist,300,3,45,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,4,46,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000679
Greedy,tourist,300,5,47,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,6,48,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,7,49,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000662
Greedy,tourist,300,8,50,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000667
Greedy,tourist,300,9,51,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000662
Greedy,tourist,300,10,52,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000663
Greedy,tourist,300,11,53,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,12,54,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000660
Greedy,tourist,300,13,55,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,14,56,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000665
Greedy,tourist,300,15,57,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000659
Greedy,tourist,300,16,58,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000656
Greedy,tourist,300,17,59,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000659
Greedy,tourist,300,18,60,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000676
Greedy,tourist,300,19,61,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,20,62,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000663
Greedy,tourist,300,21,63,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000660
Greedy,tourist,300,22,64,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000701
Greedy,tourist,300,23,65,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000660
Greedy,tourist,300,24,66,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000660
Greedy,tourist,300,25,67,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000662
Greedy,tourist,300,26,68,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000661
Greedy,tourist,300,27,69,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000664
Greedy,tourist,300,28,70,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000662
Greedy,tourist,300,29,71,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000660
Greedy,tourist,300,30,72,0.015390,1,1,0.447214,0.062500,0.078659,1.000000,0.000666
Greedy,tourist,600,1,43,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000662
Greedy,tourist,600,2,44,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000673
Greedy,tourist,600,3,45,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000672
Greedy,tourist,600,4,46,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000672
Greedy,tourist,600,5,47,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000666
Greedy,tourist,600,6,48,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000665
Greedy,tourist,600,7,49,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000669
Greedy,tourist,600,8,50,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000667
Greedy,tourist,600,9,51,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000667
Greedy,tourist,600,10,52,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000712
Greedy,tourist,600,11,53,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000664
Greedy,tourist,600,12,54,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000668
Greedy,tourist,600,13,55,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000669
Greedy,tourist,600,14,56,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000668
Greedy,tourist,600,15,57,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000663
Greedy,tourist,600,16,58,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000666
Greedy,tourist,600,17,59,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000677
Greedy,tourist,600,18,60,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000667
Greedy,tourist,600,19,61,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000671
Greedy,tourist,600,20,62,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000667
Greedy,tourist,600,21,63,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000661
Greedy,tourist,600,22,64,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000670
Greedy,tourist,600,23,65,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000666
Greedy,tourist,600,24,66,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000672
Greedy,tourist,600,25,67,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000669
Greedy,tourist,600,26,68,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000666
Greedy,tourist,600,27,69,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000665
Greedy,tourist,600,28,70,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000671
Greedy,tourist,600,29,71,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000665
Greedy,tourist,600,30,72,0.020335,1,1,0.447214,0.047500,0.100487,1.000000,0.000665
Greedy,senior,300,1,43,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002064
Greedy,senior,300,2,44,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002046
Greedy,senior,300,3,45,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002046
Greedy,senior,300,4,46,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002044
Greedy,senior,300,5,47,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002047
Greedy,senior,300,6,48,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002047
Greedy,senior,300,7,49,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002041
Greedy,senior,300,8,50,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002042
Greedy,senior,300,9,51,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002040
Greedy,senior,300,10,52,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002040
Greedy,senior,300,11,53,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002044
Greedy,senior,300,12,54,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002041
Greedy,senior,300,13,55,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002037
Greedy,senior,300,14,56,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002045
Greedy,senior,300,15,57,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002042
Greedy,senior,300,16,58,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002038
Greedy,senior,300,17,59,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002041
Greedy,senior,300,18,60,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002042
Greedy,senior,300,19,61,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002035
Greedy,senior,300,20,62,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002046
Greedy,senior,300,21,63,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002036
Greedy,senior,300,22,64,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002034
Greedy,senior,300,23,65,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002039
Greedy,senior,300,24,66,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002041
Greedy,senior,300,25,67,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002079
Greedy,senior,300,26,68,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002045
Greedy,senior,300,27,69,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002041
Greedy,senior,300,28,70,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002037
Greedy,senior,300,29,71,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002040
Greedy,senior,300,30,72,0.000000,1,0,0.000000,0.000000,0.000000,0.000000,0.002055
Greedy,senior,600,1,43,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000670
Greedy,senior,600,2,44,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000670
Greedy,senior,600,3,45,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,4,46,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000669
Greedy,senior,600,5,47,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000668
Greedy,senior,600,6,48,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000669
Greedy,senior,600,7,49,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000669
Greedy,senior,600,8,50,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000670
Greedy,senior,600,9,51,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000668
Greedy,senior,600,10,52,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,11,53,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,12,54,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000672
Greedy,senior,600,13,55,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000680
Greedy,senior,600,14,56,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000672
Greedy,senior,600,15,57,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,16,58,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000665
Greedy,senior,600,17,59,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000671
Greedy,senior,600,18,60,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,19,61,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000668
Greedy,senior,600,20,62,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000669
Greedy,senior,600,21,63,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000665
Greedy,senior,600,22,64,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,23,65,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000672
Greedy,senior,600,24,66,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000668
Greedy,senior,600,25,67,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000671
Greedy,senior,600,26,68,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000664
Greedy,senior,600,27,69,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000682
Greedy,senior,600,28,70,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000667
Greedy,senior,600,29,71,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000671
Greedy,senior,600,30,72,0.016922,1,1,0.602809,0.053750,0.062907,1.000000,0.000666
NSGA2_std,child,300,1,43,0.074873,100,100,0.608038,0.023200,0.164902,1.000000,6.309043
NSGA2_std,child,300,2,44,0.075082,100,100,0.644130,0.043650,0.132095,1.000000,6.191829
NSGA2_std,child,300,3,45,0.083192,100,97,0.636335,0.049356,0.139208,0.970000,5.829148
NSGA2_std,child,300,4,46,0.076562,100,94,0.618954,0.026862,0.151893,0.940000,8.192554
NSGA2_std,child,300,5,47,0.074122,100,100,0.615625,0.030875,0.154359,1.000000,4.417216
NSGA2_std,child,300,6,48,0.071749,100,100,0.611795,0.037275,0.124925,1.000000,5.905829
NSGA2_std,child,300,7,49,0.073972,100,100,0.579533,0.017200,0.172108,1.000000,6.310073
NSGA2_std,child,300,8,50,0.072133,100,100,0.623580,0.049050,0.138018,1.000000,6.637977
NSGA2_std,child,300,9,51,0.075430,100,100,0.632934,0.033875,0.142416,1.000000,6.885706
NSGA2_std,child,300,10,52,0.074753,100,100,0.629104,0.027025,0.144080,1.000000,6.001431
NSGA2_std,child,300,11,53,0.071707,100,89,0.601918,0.021826,0.172467,0.890000,10.621798
NSGA2_std,child,300,12,54,0.068809,100,100,0.598610,0.025975,0.127322,1.000000,5.576260
NSGA2_std,child,300,13,55,0.090988,100,100,0.580270,0.033800,0.167051,1.000000,5.513953
NSGA2_std,child,300,14,56,0.074256,100,100,0.617393,0.026875,0.152719,1.000000,7.451645
NSGA2_std,child,300,15,57,0.075618,100,93,0.612382,0.022796,0.149238,0.930000,7.672462
NSGA2_std,child,300,16,58,0.059411,100,100,0.631756,0.020625,0.139415,1.000000,4.509891
NSGA2_std,child,300,17,59,0.074997,100,88,0.568163,0.020966,0.184605,0.880000,7.416753
NSGA2_std,child,300,18,60,0.074817,100,100,0.616730,0.024600,0.160017,1.000000,6.335130
NSGA2_std,child,300,19,61,0.080302,100,94,0.519125,0.036596,0.147487,0.940000,6.099869
NSGA2_std,child,300,20,62,0.075955,100,100,0.612458,0.026475,0.148264,1.000000,6.001393
NSGA2_std,child,300,21,63,0.074267,100,100,0.644940,0.036325,0.140211,1.000000,5.593209
NSGA2_std,child,300,22,64,0.068980,100,100,0.612531,0.025500,0.157461,1.000000,7.411947
NSGA2_std,child,300,23,65,0.072408,100,100,0.604576,0.021175,0.127948,1.000000,4.891802
NSGA2_std,child,300,24,66,0.090925,100,100,0.568190,0.023825,0.163827,1.000000,7.043709
NSGA2_std,child,300,25,67,0.090852,100,100,0.577692,0.033475,0.181526,1.000000,6.593060
NSGA2_std,child,300,26,68,0.074565,100,90,0.569778,0.011583,0.185918,0.900000,12.281685
NSGA2_std,child,300,27,69,0.076464,100,100,0.602588,0.023150,0.151822,1.000000,6.976224
NSGA2_std,child,300,28,70,0.073332,100,98,0.619094,0.020510,0.135403,0.980000,8.597858
NSGA2_std,child,300,29,71,0.073610,100,100,0.611574,0.026425,0.138288,1.000000,5.866761
NSGA2_std,child,300,30,72,0.072995,100,100,0.590213,0.020625,0.170836,1.000000,4.617243
NSGA2_std,child,600,1,43,0.062854,100,100,0.597579,0.023500,0.177091,1.000000,7.422152
NSGA2_std,child,600,2,44,0.069686,100,100,0.592533,0.021875,0.170854,1.000000,9.682031
NSGA2_std,child,600,3,45,0.060721,100,100,0.577286,0.015875,0.162800,1.000000,12.814622
NSGA2_std,child,600,4,46,0.068289,100,100,0.560566,0.011200,0.186115,1.000000,6.322436
NSGA2_std,child,600,5,47,0.071027,100,100,0.582590,0.012563,0.184870,1.000000,7.517520
NSGA2_std,child,600,6,48,0.064118,100,100,0.573125,0.009687,0.171550,1.000000,9.213174
NSGA2_std,child,600,7,49,0.068125,100,100,0.565870,0.026050,0.185552,1.000000,7.059721
NSGA2_std,child,600,8,50,0.063120,100,100,0.546977,0.016200,0.184007,1.000000,9.108125
NSGA2_std,child,600,9,51,0.074804,100,100,0.579754,0.024788,0.184820,1.000000,9.115282
NSGA2_std,child,600,10,52,0.055058,100,100,0.576329,0.011013,0.155158,1.000000,6.425611
NSGA2_std,child,600,11,53,0.070389,100,100,0.582811,0.014225,0.187905,1.000000,9.311576
NSGA2_std,child,600,12,54,0.067526,100,100,0.575740,0.008975,0.168211,1.000000,7.766997
NSGA2_std,child,600,13,55,0.070910,100,100,0.565207,0.013175,0.193264,1.000000,8.892526
NSGA2_std,child,600,14,56,0.063767,100,100,0.560787,0.021275,0.181117,1.000000,7.222420
NSGA2_std,child,600,15,57,0.069791,100,100,0.593749,0.011500,0.177779,1.000000,6.653060
NSGA2_std,child,600,16,58,0.064741,100,100,0.586972,0.019925,0.175163,1.000000,9.051001
NSGA2_std,child,600,17,59,0.070004,100,100,0.566717,0.010150,0.192481,1.000000,5.726623
NSGA2_std,child,600,18,60,0.065124,100,100,0.566201,0.016700,0.176090,1.000000,9.494109
NSGA2_std,child,600,19,61,0.068333,100,100,0.575666,0.012838,0.184645,1.000000,6.523671
NSGA2_std,child,600,20,62,0.063344,100,100,0.582185,0.015138,0.168194,1.000000,10.482125
NSGA2_std,child,600,21,63,0.064568,100,100,0.588851,0.025950,0.170493,1.000000,8.479873
NSGA2_std,child,600,22,64,0.065198,100,100,0.556920,0.023438,0.149014,1.000000,8.092068
NSGA2_std,child,600,23,65,0.074138,100,100,0.554121,0.024638,0.189156,1.000000,7.046393
NSGA2_std,child,600,24,66,0.075276,100,100,0.548818,0.019900,0.198426,1.000000,10.108652
NSGA2_std,child,600,25,67,0.067674,100,100,0.585978,0.013075,0.172126,1.000000,10.044938
NSGA2_std,child,600,26,68,0.068194,100,100,0.602698,0.025988,0.172661,1.000000,7.002523
NSGA2_std,child,600,27,69,0.064436,100,100,0.598684,0.022775,0.178795,1.000000,8.998459
NSGA2_std,child,600,28,70,0.071514,100,100,0.595995,0.024663,0.176648,1.000000,6.089153
NSGA2_std,child,600,29,71,0.070631,100,100,0.590361,0.018300,0.183314,1.000000,6.653310
NSGA2_std,child,600,30,72,0.053904,100,100,0.553127,0.014638,0.148819,1.000000,6.174625
NSGA2_std,scholar,300,1,43,0.062839,100,100,0.448648,0.120525,0.162325,1.000000,1.788167
NSGA2_std,scholar,300,2,44,0.064089,100,100,0.597868,0.122050,0.143929,1.000000,1.807536
NSGA2_std,scholar,300,3,45,0.081942,100,100,0.609397,0.157225,0.192200,1.000000,1.969037
NSGA2_std,scholar,300,4,46,0.069397,100,100,0.532646,0.111275,0.122865,1.000000,1.558326
NSGA2_std,scholar,300,5,47,0.063430,100,100,0.703277,0.117675,0.137420,1.000000,1.728477
NSGA2_std,scholar,300,6,48,0.076466,100,100,0.578763,0.141875,0.195501,1.000000,1.391327
NSGA2_std,scholar,300,7,49,0.074263,100,100,0.697019,0.152575,0.144853,1.000000,2.418665
NSGA2_std,scholar,300,8,50,0.070445,100,100,0.703607,0.122300,0.137296,1.000000,1.515300
NSGA2_std,scholar,300,9,51,0.065657,100,100,0.693395,0.103025,0.126257,1.000000,1.567206
NSGA2_std,scholar,300,10,52,0.069068,100,100,0.623232,0.131300,0.144934,1.000000,1.507105
NSGA2_std,scholar,300,11,53,0.077565,100,100,0.619279,0.134375,0.170915,1.000000,1.934893
NSGA2_std,scholar,300,12,54,0.058880,100,100,0.677584,0.106650,0.126169,1.000000,1.517584
NSGA2_std,scholar,300,13,55,0.069780,100,100,0.549775,0.130650,0.156793,1.000000,1.536796
NSGA2_std,scholar,300,14,56,0.074983,100,100,0.578763,0.133925,0.152093,1.000000,2.294703
NSGA2_std,scholar,300,15,57,0.070345,100,100,0.584033,0.118250,0.145863,1.000000,1.454247
NSGA2_std,scholar,300,16,58,0.061756,100,100,0.719418,0.106125,0.129147,1.000000,1.565521
NSGA2_std,scholar,300,17,59,0.071082,100,100,0.506953,0.120275,0.159874,1.000000,1.773790
NSGA2_std,scholar,300,18,60,0.068119,100,100,0.649585,0.114725,0.142589,1.000000,1.732551
NSGA2_std,scholar,300,19,61,0.067380,100,100,0.681866,0.107000,0.133314,1.000000,1.237647
NSGA2_std,scholar,300,20,62,0.064286,100,100,0.696030,0.112050,0.128839,1.000000,1.339319
NSGA2_std,scholar,300,21,63,0.065980,100,100,0.645302,0.136800,0.137883,1.000000,1.742799
NSGA2_std,scholar,300,22,64,0.066290,100,100,0.682854,0.122950,0.129516,1.000000,1.588757
NSGA2_std,scholar,300,23,65,0.064184,100,100,0.713818,0.114150,0.124424,1.000000,1.436339
NSGA2_std,scholar,300,24,66,0.078870,100,100,0.642338,0.123800,0.162374,1.000000,1.465377
NSGA2_std,scholar,300,25,67,0.071026,100,100,0.723371,0.126050,0.136005,1.000000,2.293701
NSGA2_std,scholar,300,26,68,0.064370,100,100,0.703936,0.133375,0.146012,1.000000,1.451544
NSGA2_std,scholar,300,27,69,0.066667,100,100,0.460836,0.143900,0.165025,1.000000,1.745158
NSGA2_std,scholar,300,28,70,0.070605,100,100,0.452272,0.133125,0.179376,1.000000,2.014265
NSGA2_std,scholar,300,29,71,0.078836,100,100,0.566904,0.144975,0.176259,1.000000,2.250712
NSGA2_std,scholar,300,30,72,0.075928,100,100,0.497071,0.138675,0.171903,1.000000,2.027879
NSGA2_std,scholar,600,1,43,0.068631,100,100,0.684007,0.135763,0.156749,1.000000,1.482263
NSGA2_std,scholar,600,2,44,0.058453,100,100,0.699325,0.122863,0.133700,1.000000,1.324995
NSGA2_std,scholar,600,3,45,0.051770,100,100,0.670666,0.114838,0.131631,1.000000,1.343966
NSGA2_std,scholar,600,4,46,0.063422,100,100,0.688948,0.140813,0.144887,1.000000,1.376175
NSGA2_std,scholar,600,5,47,0.060521,100,100,0.700148,0.128850,0.120109,1.000000,1.386872
NSGA2_std,scholar,600,6,48,0.051941,100,100,0.672972,0.133850,0.136380,1.000000,1.355838
NSGA2_std,scholar,600,7,49,0.065855,100,100,0.652220,0.130588,0.151758,1.000000,1.518101
NSGA2_std,scholar,600,8,50,0.057172,100,100,0.680054,0.119438,0.132246,1.000000,1.394526
NSGA2_std,scholar,600,9,51,0.060029,100,100,0.661278,0.118388,0.143000,1.000000,1.307789
NSGA2_std,scholar,600,10,52,0.049588,100,100,0.720736,0.117650,0.121464,1.000000,1.412500
NSGA2_std,scholar,600,11,53,0.065073,100,100,0.675443,0.128300,0.153219,1.000000,1.366495
NSGA2_std,scholar,600,12,54,0.052064,100,100,0.692572,0.119975,0.123771,1.000000,1.358906
NSGA2_std,scholar,600,13,55,0.054986,100,100,0.711348,0.127175,0.136416,1.000000,1.381876
NSGA2_std,scholar,600,14,56,0.063822,100,100,0.630644,0.126963,0.145547,1.000000,1.321269
NSGA2_std,scholar,600,15,57,0.055228,100,100,0.694713,0.124413,0.134492,1.000000,1.484105
NSGA2_std,scholar,600,16,58,0.055070,100,100,0.699654,0.123625,0.137777,1.000000,1.370028
NSGA2_std,scholar,600,17,59,0.065023,100,100,0.675607,0.144713,0.144608,1.000000,1.749938
NSGA2_std,scholar,600,18,60,0.053186,100,100,0.720900,0.129187,0.134948,1.000000,1.537196
NSGA2_std,scholar,600,19,61,0.062137,100,100,0.640197,0.127950,0.147155,1.000000,1.372161
NSGA2_std,scholar,600,20,62,0.062387,100,100,0.665725,0.127663,0.149655,1.000000,1.384612
NSGA2_std,scholar,600,21,63,0.062892,100,100,0.660620,0.124438,0.151539,1.000000,1.354585
NSGA2_std,scholar,600,22,64,0.054454,100,100,0.685325,0.123688,0.132637,1.000000,1.445991
NSGA2_std,scholar,600,23,65,0.066661,100,100,0.623891,0.131275,0.140661,1.000000,1.329984
NSGA2_std,scholar,600,24,66,0.061240,100,100,0.703442,0.128150,0.139814,1.000000,1.483597
NSGA2_std,scholar,600,25,67,0.059916,100,100,0.675607,0.131563,0.142398,1.000000,1.352405
NSGA2_std,scholar,600,26,68,0.046890,100,100,0.653702,0.103388,0.121041,1.000000,1.380378
NSGA2_std,scholar,600,27,69,0.059680,100,100,0.619232,0.113432,0.128293,1.000000,1.455420
NSGA2_std,scholar,600,28,70,0.060483,100,100,0.661443,0.126413,0.138339,1.000000,1.390989
NSGA2_std,scholar,600,29,71,0.063719,100,100,0.693395,0.135563,0.146243,1.000000,1.384296
